"VagrantIDNumber","GenderofLeadVagrant","RelationshiptoLeadVagrant","NumberofPeopleinGroup","PersonType","VagrantCategory","SessionStartYear","SessionStartMonth","SettlementCounty","SettlementCountry"
"5854.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Devon","England"
"5855.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Warwickshire","England"
"5856.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5857.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,2,"Surrey","England"
"5858.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1784,2,"Suffolk","England"
"5859.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"586.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1778,10,"Northumberland","England"
"5860.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1784,2,"Cornwall","England"
"5860.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1784,2,"Cornwall","England"
"5861.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Surrey","England"
"5861.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1784,2,"Surrey","England"
"5862.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Wiltshire","England"
"5863.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Devon","England"
"5864.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1784,2,"Berkshire","England"
"5865.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Isle of Man","Isle of Man"
"5866.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Northamptonshire","England"
"5867.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Devon","England"
"5868.1.3","M","[lead vagrant]",3,"Group Leader","City Vagrant",1784,2,"Gloucestershire","England"
"5868.2.3","F","[Wife]",3,"Dependent","City Vagrant",1784,2,"Gloucestershire","England"
"5868.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1784,2,"Gloucestershire","England"
"5869.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Bristol","England"
"5869.2.2","F","[Wife]",2,"Dependent","City Vagrant",1784,2,"Bristol","England"
"587.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1778,10,"Cambridgeshire","England"
"587.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1778,10,"Cambridgeshire","England"
"5870.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Gloucestershire","England"
"5871.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Oxfordshire","England"
"5872.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Hertfordshire","England"
"5873.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5874.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Longford","Ireland"
"5875.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Somerset","England"
"5876.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5877.1.3","F","[lead vagrant]",3,"Group Leader","Middlesex Vagrant",1784,2,"Dublin","Ireland"
"5877.2.3","[unknown]","[Child]",3,"Dependent","Middlesex Vagrant",1784,2,"Dublin","Ireland"
"5877.3.3","[unknown]","[Child]",3,"Dependent","Middlesex Vagrant",1784,2,"Dublin","Ireland"
"5878.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5879.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,2,"Wiltshire","England"
"588.1.3","F","[lead vagrant]",3,"Group Leader","City Vagrant",1778,10,"Lancashire","England"
"588.2.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1778,10,"Lancashire","England"
"588.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1778,10,"Lancashire","England"
"5880.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Warwickshire","England"
"5881.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Lancashire","England"
"5881.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1784,2,"Lancashire","England"
"5882.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5883.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Kilkenny","Ireland"
"5884.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"[unknown]","Scotland"
"5885.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"[unknown]","Scotland"
"5886.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Dorset","England"
"5887.1.2","F","[lead vagrant]",2,"Group Leader","Westminster Vagrant",1784,2,"Derbyshire","England"
"5887.2.2","[unknown]","[Child]",2,"Dependent","Westminster Vagrant",1784,2,"Derbyshire","England"
"5888.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Lancashire","England"
"5889.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,2,"Somerset","England"
"589.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1778,10,"Bristol","England"
"5890.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Limerick","Ireland"
"5891.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Lancashire","England"
"5892.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Wicklow","Ireland"
"5893.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Somerset","England"
"5894.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Worcestershire","England"
"5895.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Berkshire","England"
"5896.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Isle of Man","Isle of Man"
"5897.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Somerset","England"
"5898.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Lancashire","England"
"5898.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1784,2,"Lancashire","England"
"5899.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"59.1.2","F","[lead vagrant]",2,"Group Leader","Passed to Middlesex Home",1777,12,"Middlesex","England"
"59.2.2","[unknown]","[Child]",2,"Dependent","Passed to Middlesex Home",1777,12,"Middlesex","England"
"590.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1778,10,"Middlesex","England"
"5900.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Devon","England"
"5901.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,2,"Buckinghamshire","England"
"5902.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5903.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1784,2,"Gloucestershire","England"
"5904.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Waterford","Ireland"
"5905.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Staffordshire","England"
"5905.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1784,2,"Staffordshire","England"
"5906.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1784,2,"Kent","England"
"5907.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Dublin","Ireland"
"5908.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Berkshire","England"
"5909.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Surrey","England"
"591.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1778,10,"Middlesex","England"
"5910.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Staffordshire","England"
"5911.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5912.1.3","M","[lead vagrant]",3,"Group Leader","Westminster Vagrant",1784,2,"Gloucestershire","England"
"5912.2.3","[unknown]","[Wife]",3,"Dependent","Westminster Vagrant",1784,2,"Gloucestershire","England"
"5912.3.3","[unknown]","[Child]",3,"Dependent","Westminster Vagrant",1784,2,"Gloucestershire","England"
"5913.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Midlothian","Scotland"
"5914.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5915.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5916.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1784,2,"Kent","England"
"5917.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Kent","England"
"5918.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Gloucestershire","England"
"5919.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Lincolnshire","England"
"592.1.3","M","[lead vagrant]",3,"Group Leader","City Vagrant",1778,10,"Worcestershire","England"
"592.2.3","[unknown]","[Wife]",3,"Dependent","City Vagrant",1778,10,"Worcestershire","England"
"592.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1778,10,"Worcestershire","England"
"5920.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Berkshire","England"
"5920.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1784,2,"Berkshire","England"
"5921.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Cornwall","England"
"5922.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Bristol","England"
"5922.2.2","F","[Wife]",2,"Dependent","City Vagrant",1784,2,"Bristol","England"
"5923.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5924.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Bedfordshire","England"
"5925.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Cork","Ireland"
"5926.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Devon","England"
"5926.2.2","F","[Wife]",2,"Dependent","City Vagrant",1784,2,"Devon","England"
"5927.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Yorkshire","England"
"5928.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Durham","England"
"5929.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"King's County","Ireland"
"593.1.3","F","[lead vagrant]",3,"Group Leader","Middlesex Vagrant",1778,10,"Northamptonshire","England"
"593.2.3","[unknown]","[Child]",3,"Dependent","Middlesex Vagrant",1778,10,"Northamptonshire","England"
"593.3.3","[unknown]","[Child]",3,"Dependent","Middlesex Vagrant",1778,10,"Northamptonshire","England"
"5930.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1784,2,"Northumberland","England"
"5931.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Wiltshire","England"
"5932.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Durham","England"
"5933.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5934.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Lanarkshire","Scotland"
"5935.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5936.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Somerset","England"
"5937.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Ayrshire","Scotland"
"5937.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1784,2,"Ayrshire","Scotland"
"5938.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Wiltshire","England"
"5939.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Wiltshire","England"
"594.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1778,10,"Middlesex","England"
"5940.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Carmarthenshire","Wales"
"5941.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Kent","England"
"5942.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5943.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Worcestershire","England"
"5944.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Cheshire","England"
"5945.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5946.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Oxfordshire","England"
"5947.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Berkshire","England"
"5947.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1784,2,"Berkshire","England"
"5948.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Warwickshire","England"
"5949.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Warwickshire","England"
"595.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1778,10,"Meath","Ireland"
"5950.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5951.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Midlothian","Scotland"
"5952.1.1","[unknown]","[lead vagrant]",1,"Unknown Solo","City Vagrant",1784,2,"Midlothian","Scotland"
"5953.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1784,2,"Shropshire","England"
"5953.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1784,2,"Shropshire","England"
"5954.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Wiltshire","England"
"5955.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5956.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1784,2,"Devon","England"
"5957.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5958.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Westmeath","Ireland"
"5959.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Somerset","England"
"596.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1778,10,"Queen's County","Ireland"
"5960.1.1","[unknown]","[lead vagrant]",1,"Unknown Solo","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5961.1.3","F","[lead vagrant]",3,"Group Leader","City Vagrant",1784,2,"Staffordshire","England"
"5961.2.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1784,2,"Staffordshire","England"
"5961.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1784,2,"Staffordshire","England"
"5962.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1784,2,"Kent","England"
"5963.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Brecknockshire","Wales"
"5964.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1784,2,"Surrey","England"
"5965.1.3","F","[lead vagrant]",3,"Group Leader","Middlesex Vagrant",1784,2,"Cheshire","England"
"5965.2.3","[unknown]","[Child]",3,"Dependent","Middlesex Vagrant",1784,2,"Cheshire","England"
"5965.3.3","[unknown]","[Child]",3,"Dependent","Middlesex Vagrant",1784,2,"Cheshire","England"
"5966.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Bristol","England"
"5967.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5968.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5969.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Kent","England"
"597.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1778,10,"Shropshire","England"
"5970.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Huntingdonshire","England"
"5971.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5972.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,2,"Shropshire","England"
"5973.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Devon","England"
"5974.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,2,"Worcestershire","England"
"5975.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Lancashire","England"
"5976.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1784,2,"Cambridgeshire","England"
"5977.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1784,2,"Herefordshire","England"
"5978.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Yorkshire","England"
"5979.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Devon","England"
"598.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1778,10,"Shropshire","England"
"5980.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Devon","England"
"5981.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,2,"Hertfordshire","England"
"5982.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1784,2,"Cambridgeshire","England"
"5983.1.5","M","[lead vagrant]",5,"Group Leader","City Vagrant",1784,2,"Flintshire","Wales"
"5983.2.5","F","[Wife]",5,"Dependent","City Vagrant",1784,2,"Flintshire","Wales"
"5983.3.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1784,2,"Flintshire","Wales"
"5983.4.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1784,2,"Flintshire","Wales"
"5983.5.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1784,2,"Flintshire","Wales"
"5984.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5985.1.5","M","[lead vagrant]",5,"Group Leader","Westminster Vagrant",1784,2,"Buckinghamshire","England"
"5985.2.5","[unknown]","[Child]",5,"Dependent","Westminster Vagrant",1784,2,"Buckinghamshire","England"
"5985.3.5","[unknown]","[Child]",5,"Dependent","Westminster Vagrant",1784,2,"Buckinghamshire","England"
"5985.4.5","[unknown]","[Child]",5,"Dependent","Westminster Vagrant",1784,2,"Buckinghamshire","England"
"5985.5.5","[unknown]","[Child]",5,"Dependent","Westminster Vagrant",1784,2,"Buckinghamshire","England"
"5986.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Shropshire","England"
"5987.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Warwickshire","England"
"5988.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Lancashire","England"
"5989.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Berkshire","England"
"599.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1778,10,"Middlesex","England"
"5990.1.2","F","[lead vagrant]",2,"Group Leader","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5990.2.2","[unknown]","[Child]",2,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5991.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,2,"Hertfordshire","England"
"5992.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Hertfordshire","England"
"5992.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1784,2,"Hertfordshire","England"
"5993.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Cork","Ireland"
"5994.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Dorset","England"
"5995.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1784,2,"Midlothian","Scotland"
"5995.2.2","M","[Son]",2,"Dependent","City Vagrant",1784,2,"Midlothian","Scotland"
"5996.1.4","M","[lead vagrant]",4,"Group Leader","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5996.2.4","F","[Wife]",4,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5996.3.4","[unknown]","[Child]",4,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5996.4.4","[unknown]","[Child]",4,"Dependent","Passed to Middlesex Home",1784,2,"Middlesex","England"
"5997.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"King's County","Ireland"
"5998.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,2,"Huntingdonshire","England"
